sinta_id,title,topics
5993706,research based instruction teaching islamic education,"instruction teaching islamic, research based instruction, based instruction teaching"
6715297,managerial leadership green living pharmacy activities development students environmental care elementary schools,"leadership green living, students environmental care, pharmacy activities development"
5979226,gendersensitive effect problembased learning student performance indonesian teacher college classes. development learning content islamic religious education ire courses environmental conservation higher education. teaching licensure boost student learning indonesia ’ answer. implementation integrated education develop intact personality students. wheat flour thermal insulator learning media students hearing impairment. developing computerassisted formative feedback light resource theory case heat concept. kinematic test multimedia formats preliminary validation. effect stembased phenomenon learning improving students correlational reasoning. physics formative feedback game utilization isomorphic multiplechoice items help students learn kinematics. effect stempjbl discovery learning improving students ’ problemsolving skills impulse momentum topic. advance school leadersip progress teaching approach boost learning case indonesia. readdressing teacher challenges case indonesia. finance management costs public private schools indonesia. planning sampling preliminary results indonesian repeat 9th grade survey. exploration students conceptual resource learning heat temperature. improving students intellectual disabilities science process skills photosynthesis experiment enhancing climate change awareness. challenges civic moral educations young muslim indonesian. structural equation model sem matrilineal parenting family community environments adolescent behavior padang city indonesia. microcredit provision lifelong learning productivity poor women indonesian villages. “ rhetoric physics studentteacher ” identity construction indonesian physics studentteacher. webbased student master book information system vocational school muhammadiyah banyuresmi. educationbased augmented reality applications heat learning media content lesson physics. tapioca flour heat insulator learning media students hearing impairments. impact hygiene covid19 pandemic using wheat bread microparticles chemical nutrient content hand hygiene multiplied microorganisms education students special needs. entrepreneurial skills retirement age analysis importance training retiring employees bandung city. entrepreneurial skills retirement age analysis importance training retiring employees bandung city. determinative factors students ’ reading interest community education units bandung. hypnoparenting training improving parent ’ ability parenting,"student learning indonesia, problemsolving skills impulse, gendersensitive effect problembased"
5976354,higherorder thinking skills primary school teachers ’ perceptions islamic education. meridional migration diurnal heavy rainfall extreme events java surrounding waters relation madden julian oscillation. character education pandemic era religious ethical learning model islamic education. theology disaster study west bandung peoples responses potency earthquake. upi students perceptions jihad based regions origin. umrah truly religious tourism. tradition spiritual learning tariqat sequence holy phrases tijaniyah case darussalam boarding school,"perceptions islamic education, higherorder thinking skills, potency earthquake upi"
5995460,integrated multiobjective approach managing supply risks flexible supply chain. using pupil health information management system manage primary school pupils health. challenges implementing ict indonesia national education system industrial revolution era 40,"implementing ict indonesia, managing supply risks, school pupils health"
5977826,determinative factors students ’ reading interest community education units bandung. teaching tyndall effects colloidal system deaf hard hearing students. implementation model character building curriculum 2013 scout movement required extracurricular primary secondary education. role clc social entrepreneurs community empowerment efforts. teaching ph suspension containing colloidal particles suspension students deaf hard hearing. teaching sound reflection using solid objects reflective medium students deaf hard hearing. teaching making dishwashing liquid introduce chemical technology deaf community. community needs analysis software needs assessment analysis naa implementation. teaching colloid system increase respiration children communication barriers. engineering economic analysis production sieve shaker teaching particle size students visual impairment. teaching high school students withwithout special needs misconception corrosion. curriculum heat transfer vocational schools students special needs. teaching pascals law use experimental videos hydraulic concepts everyday products learning process students special needs vocational school students. conceptual model community learning center pkbm indonesia community cultural learning center kominkan japan. conceptual model community learning center pkbm indonesia community cultural learnin. adsorption dye carbon microparticles physicochemical properties adsorption adsorption isotherm education students special needs. influence instagram stories selfexistence university students. determinants teacher professional development statesecondary schools. entrepreneurial skills retirement age analysis importance training retiring employees bandung city. development games instruction within plant growth concept. importance teaching viscosity using experimental demonstration daily products learning process especially students special needs. collaborative teaching heat transfer slow learner students. understanding covid19 particle contagion aerosol droplets students special needs. quality determinant factors inprivate universities. understanding importance implementation health protocols covid19 epidemic student hearing impairment trough experimental demontrations. analysis curriculum science education students special needs vocational high schools. teaching heat transfer solidtoliquid phase transition phenomena students intellectual disabilities. selfregulated learning digital learning environment ’ effect academic achievement pandemic. teaching corrosion iron particles saline water students special needs. rice flour heat insulator learning media students special needs. developing education based national values case nonformal adult education uganda. efforts know rate students analyze synthesize information science social science disciplines multidisciplinary biocommunication study. influence citizenship education content based training towards performance nonformal education instructors. digital literacy women cadres community empowerment rural areas. developing media teach chemical technology students hearing impairments. teaching diffusion process children complex communication needs. learning strategy production tempe various size soybean particles students hearing impairments. experimental demonstration colligative properties solution material phase transition stu. review parenting education program case early childhood education institutions indonesia. local culture valuebased education model sundanese community. role electronic learning media creativity learning. hypnoparenting training improving parent ’ ability parenting,"medium students deaf, introduce chemical technology, community empowerment rural"
257767,k11 students creative thinking ability static fluid case study. preliminary development poeaw enhancing k11 students understanding level impulse momentum. use virtual analogy simulation vas physics learning. effectiveness visual multimedia supported conceptual change texts overcoming students ’ misconception boiling concept. virtual microscopic simulation vms promote students conceptual change case study heat transfer. assessing preservice elementary school teachers ’ alternative conceptions fourtier diagnostic test magnetism concepts. constructing implementing four tier test static electricity diagnose preservice elementary school teacher misconceptions. history teachers develop pedagogical competences. contribution virtual microscopic simulation vms unveil students conceptual development misconceptions physics concepts heat transfer. effectiveness using virtual simulation analogy conceptual change orientedphysics learning direct current circuits. effectiveness microscopic virtual simulation mvs conceptualizing students ’ conceptions phase transitions. applying authentic data analysis learning earth atmosphere. alleviating students ’ misconceptions newton ’ first law comparing pdeodee tasks poe tasks effective. eleventh grade students conception analysis casestudy heat transfer. influence partial solar eclipse 2016 surface gravity acceleration using photogate sensor katers reversible pendulum. develop childrens science process skills building activities center beam optical geometry focus. promoting hydrostatic conceptual change test hcct fourtier diagnostic test item. use geoel ectric practicum module physics education students. needs analysis webbased earth space science learning materials high school students. investigating effectiveness active learning basedinteractive conceptual instruction albici electric field concept. influence using momentum impulse computer simulation senior high school students concept mastery. preliminary design icibased multimedia reconceptualizing electric conceptions universitas pendidikan indonesia. investigation students conceptual understanding levels fluid dynamics using fourtier test. transformation twotier test fourtier test newtons laws concepts. analyzing educational university students conceptions smartphonebased pdeodee tasks magnetic field several mediums. developing multiplechoices test items tools measuring scientificgeneric skills solar system. promoting collaboration skills reflection concept multimediabased integrated instruction. identifying smm momentum impulse using two tier diagnostic test. improved problemsolving skills student cooperative problemsolving models related fluid dynamic topic. effectiveness albici model diagnosing k11 students conceptions debit concept. implementing inquiry learning model improve primary school students critical thinking earth universe concept. promoting oralcommunication skill students seventh grade earth science content using multimedia based integrated instruction mbi. development implementation creative solutive smart teaching cs2t improve 21. reducing eleventhgrade students misconceptions gravity concept using pdeodeebased conceptual change model. rasch analysis multitier openended lightwave instrument molwi developing assessing secondyears sundanesescholars alternative conceptions. analysis students mental models using temperature heat transferdiagnostic test thtdt. instructional strategy inclusive classroom inclusive teachers ’ opinion. teachers ’ instructional interaction inclusive classroom interaction general teacher special assistant teacher. synthesizing results empirical research engineering design process science education systematic literature review. enhancing junior high school students conceptual understanding using poebased demonstration technique electrostatics. implementing fourtier diagnostic test assess elementary school students electricity magnetism concept. improving primary students ‘ critical thinking skills experiential learning assisted tools science kids eltsk magnetic force concept. teaching electrical resistance conductor concept using cdccoi model supported dynamic model dynamic analogy improving mental model. simulation optimization pn junction gaas solar cell efficiency using sio. analysis students misconceptions implementation active learning optics photonics approach assisted computer simulation. using ccotext assisted dynamic model analogy fostering students misconception concept heat conduction. general teachers ’ experience brain ’ natural learning systemsbased instructional approach inclusive classroom. preface international conference mathematics science education icmsce 2021. teams ’ games tournaments cognitive conflict instruction cci model unveil students ’ misconceptions. development virtual conceptual change laboratory vcclab conception reconstruction lab virtual activity. identification physics problemsolving skills senior high school students evaluation elearning covid19 pandemic tuban. identification critical thinking suku supik kulub electricity material jambi province. enhancing sundanese students ’ creative thinking skills using icare model physics concepts rasch analysis approach. effective mind map concept map learning strategy. review gamification impact student behavioral learning outcomes. stakeholder view competency profiles pedagogical professional social personality graduate physics education. preliminary study extent fourthgrade students understanding magnetic force. effectiveness implementation interactive conceptual instruction ici computer simulation overcome students misconceptions newtons law gravitation. unveiling students misconceptions computer simulationbased pdeode learning strategy dynamic electricity. optimizing students conceptual understanding electricity magnetism cognitive conflictbased multimode teaching ccbmt. early childhood teachers teaching ability project based science learning case visible light. computer simulationassisted conceptual change text cscct fodem study fluid dynamics. developing energy momentum conceptual survey emcs fourtier diagnostic test items. exploring spiritual value earth science concept learning using chain till unanswered questions. effectiveness dry cell microscopic simulation dcms promote conceptual understanding battery. fourthgrade elementary students critical thinking skills preliminary study magnetic force. development fourtier diagnostic test ftdt identify students mental models static fluid. analysis tenth grade lmm work energy. identifying kindergarten childrens idea heat temperature concept. investigating k11 students mental models example hydraulic system. enhancing k10 students ’ conceptions computer simulationsaided pdeodee cspdeodee newton ’ laws. colored object sorting using 5 dof robot arm based artificial neural network ann method. seventh grade students scientific creativity test preliminarystudy earth science context. overcoming senior high school students misconceptions newtons laws dslm inquiry learning based computer simulations. design instructional strategy model based brains natural learning system mssipao inclusive classrooms higher education. measuring critical thinking skills 11th grade students temperature heat. k12 students misconception ability global warming case study. analyzing students conceptual change kinetic theory gases learning effect though computer simulationsassisted conceptual change model. using rasch model analysis analyze studentsâ€™ scientific literacy heat temperature. utilizing rasch model analyze gender gap students cognitive ability simple harmonic motion. using rasch model analysis analyze students scientific literacy heat temperature. perceptions primary school teachers online learning covid19 pandemic period case study indonesia. fostering high school students misconception boiling concept using conceptual change laboratory cclab activity. development mattered modul heat temperature based android senior high school. uyo nanu misconception investigation unami soundlight waves materials north sulawesi. difficulties implementing 21st century skills competence vocational education learning. parent ’ perspective early childhood learning needs covid19 using nvivo 12 software case study indonesia. development multitier openended work energy instrument mowei using rasch analysis identify students misconceptions. enhancing students collaboration skills learning geometrical optics trough icare learning model kabawo. developing caipbl ddde model magnetic fields concept. collaboration skillsbased multimediabased integrated instruction csmbi. unveil virtual physics laboratory vpl battery microscopic simulation bms promote problem solving activity. improving students conceptual knowledge optical device materials computer simulations. comprehension inservice primaryscience teachers toward 21. effectiveness use developed teachers book guiding implementation physics teaching provides science literacy instill spiritual attitudes. ktgsesc development scientific explanation skills test instrument. integrating earth space sciences ess art contexts necessary. level conceptual change preservice elementary teachers electric current conceptions visual multimedia supported conceptual change. multitier openended momentum impulse momi instrument developing assessing quality conception 11. developing memori newton ’ laws identifying students ’ mental models. preliminary study application conceptual change laboratory cclab overcoming high school students misconception related concept floating drifting sinking. using blended learning approach bla inclusive education course study investigating teacher students perception. implementation interactive conceptual instruction ici learning model assisted computer simulation impact students ’ conceptual changes force vibration. effectiveness virtual physics laboratory vpl dry cell microscopic simulation dcms promote inquiry activity battery. assessing twodimensional collisions secondyears students using phet simulations momentum impulse concept. using hot lab increase preservice physics teachers critical thinking skills related topic rlc circuit. improving students conceptions fluid dynamics peer teaching model pdeode ptmpdeode. development critical thinking skills collaborative skill profiles aided multimediabased integrated instruction light refraction material,"simulation overcome students, concept investigating k11, tasks poe tasks"
6714452,sedentary behaviour sleeping time adolescents indonesia objective measurement accelerometer activpal. comparison student athletes physical activity sedentary behaviour gender,"sedentary behaviour gender, sleeping time adolescents, measurement accelerometer activpal"
5989871,effect personalized system instructions psi physical fitness senior high school nursings student. effect physical education teaching materials towards situational interest. optimization memory capacity granting physical activity type level intensity low medium. analysis physical education learning environment character educationbased school. sports orientation learning team individual sports using sport education model. use global positioning system gps polars determine motion intensity. improve long jump student attitude responsibility use two models. sport indonesia review sport development concept. association nutrition knowledge nutrition practice among malaysian adolescent handball athletes. predictors physical activity female students teacher education primary schools indonesia. evaluation government policy program sports sport culture bandung. evaluation government policy program sports sport culture bandung. personalized system instruction psi models using digital teaching materials learning. problem solving phase diagram engineering material subject animation learning media. development instructional media rhythmic gymnastics physical education course. effect cycling working mood. pattern physical activity sedentary behavior early childhood. comparison profile quality life phosphorylatedtau superoxide dismutase plasma women elderly without dementia. enhancing student learning achievement using competencybased modules basic competencies examining characteristics refrigerants lubricating oils. enhancing performance wall mounted split air conditioner using capillary tube tube heat exchanger. character based physical education model. development interactive ebook teaching indonesian speaker language tisol containing local wisdom scientificthematic approach. promoting digital literacy skills action research people kampung literasi. levels correlates objectively measured sedentary behavior young children sunrise study results 19 countries. effect body weight training plus low carbohydrate diet versus running plus low carbohydrate diet body fat percentage changes overweight obese young man. development smartphone application personalized physical fitness education university students covid19 pandemic era. crosssectional examination 24hour movement behaviours among 3 4yearold children urban rural settings lowincome middleincome highincome countries sunrise study protocol. sedentary behaviour sleeping time adolescents indonesia objective measurement accelerometer activpal. effect aerobic exercises estradiol plasma quality sleep cognitive function menopausal women. physical activity sedentary behavior university student online learning effect covid19 pandemic. physical selfconcept high school adolescents differences based living area gender,"sport education model, nutrition practice malaysian, personalized instruction psi"
257412,hybrid psoann application improved accuracy short term load forecasting. preparation potassiumposphateembedded amorphous silicate material rice straw waste. design virtual scada simulation system pressurized water reactor. natural circulation level optimization effect ulof accident spinnor reactors. synthesis silica particles rice straw waste using simple extraction method. contrast enhancement satellite image segmentation fuzzy cluster means using morphological filtering. coordination hydrothermal interconnection javabali using simulated annealing. short term load forecasting anomalous load using hybrid soft computing methods. designing scada system simulator fast breeder reactor. preface. conceptual design passive safety system leadbismuth cooled fast reactor. anomalous stlf indonesia power system using artificial neural network. electrical load profile analysis using clustering techniques. schedulling economical thermal power plant 500 kv javabali system using lagrange multiplier. monodispersed sizecontrollable potassium silicate nanoparticles rice straw waste produced using flameassisted spray pyrolysis. adaptive content server optimizing battery life mobile devices. preface. design implementation webbased internship information system vocational school. evaluation ballmilling process production carbon particles rice straw waste. fuzzy system application education. photodecomposition profile curcumin existence tungsten trioxide particles. impact influence range fuzzy subtractive clustering modification accuracy anomalous load forecasting. structure content analysis vocational high school website indonesia. neutron distribution nuclear fuel cell using collision probability method quadratic flux approach. design hybrid power system remote area. modeling microring resonators biochemical detection. design simulation washing machine using fuzzy logic controller flc. spada online learning universities pgri indonesia. preface. preface. short term load forecasting weekends indonesia comparison three methods. water level measurement altitude trainer integrated human machine interface. application desktopbased batik information system. natural circulation system advanced fast reactor leadbismut coolant. extraction curcumin pigment indonesian local turmeric infrared spectra thermal decomposition properties. analysis anomalous short term load forecasting using two different approaches. decomposition behavior curcumin solar irradiation contact inorganic particles. automated curriculum alignment standards k12 schooling system. technological vocational high schools differentiate male female teachers. integrating samr learning model vocational education. preface. preface. economic analysis conventional production traditional brem food. fault diagnosis distribution feeder base fuzzy logic. industrial student apprenticeship understanding health safety. mppt based fuzzy logic controller photovoltaic system using psim simulink. teaching “ nanotechnology ” elementary students deaf hard hearing. adaptive multimedia android eassessment improve assessment efficiency. literacy benefits oer concept prospective vocational high school teachers. simple rapid analysis portable lowcost arduinobased spectrophotometer white led light source analyzing solution concentration. understanding technology literacy characteristics ict literacy vocational teachers. integrated nitrogen production conversion hydrogen ammonia. requirement analysis work competence vocational graduates heavy equipment industry. development dispatcher training simulator thermal energy generation system. design liquid volume meter device using ultrasonic waves based microcontroller. feasibility study production biogas dairy farming. internet literacy vocational high school teachers. implementation markerless augmented reality method visualise philosophy batik based android. improvement learning effectiveness lesson study using erubric. designing content setting application youtube learning batik vocational school. economic perspective production preserved soybean tauco various raw material quantities. sort term load forecasting using interval type 2 fuzzy inference system 2 fis case study java bali electrical system. economic dispatch operating cost optimization thermal power 500 kv system using genetic algorithm ga. plasma nitriding time hardness crystal structurephase sus403 scs6 martensitic stainless steels analytical study. important technological pedagogical content knowledge literature reviews. eportfolio webbased students internship program activities. classification indonesian quote twitter using naïve bayes. concept implementation instructional interactive multimedia deaf students based inquirybased learning model. application expert system education. economic evaluation production magnesium oxide nanoparticles via liquidphase route. implementation sharing knowledge management internship program using webbased information system. geographic information system batik jawa barat cultural industrial mapping supporting development curriculum vocational high schools. analysis simple rapid portable tools analyzing air pollution ie pm1 pm25 pm10 co co. physics education phyedu mechanical wave media physics learning. redesigning streetlighting system using led hps luminaires better energysaving application. digital library learning resources. webbased digital learning application iconic batik batik learning vocational high school. application expert system career guidance students. manufactures burner lubricating oil wasted fuel aluminum smelting. comparison accessibility oer repositories developed countries developing countries based wcag 20 guidelines. career guidance webbased expert system vocational students. longterm electrical consumption forecasting using artificial neural network ann. temperature effectiveness arduinobased portable spectrophotometer white lightemitting diode led light source analyzing solution concentration. performance analysis light emitting diode high sodium pressure metal halide lights. technoeconomic feasibility study lowcost portable homemade spectrophotometer analyzing solution concentration. forecasting wind speed using exponential smoothing artificial neural networks ann. identification micromechanical characteristics monoclinic tungsten trioxide microparticles nanoindentation technique. website analysis industrial work practices vocational high school. tvet learning innovation automotive virtual laboratory based cloud openstack. lowcost ocean wave energy converter kit teaching tool new alternative energy source. application jbatik software batik products. developing information technology opencourseware movements opportunities asia. design computer laboratory friendly disabilities. evolution smart working sustainability sociotechnical perspective scientometrics technology analysis. improving ability entrepreneurs use alternative learning models automotive field. perceptions automotive industrial managers internship students competencies. didactic model information communication technology literacy vocational teachers. preliminary design implementation automatic antenna radiation pattern measurement study yagi antenna radiation pattern. use visual multimedia moto cycle mechanics training deaf students. analysing preservice physics teachers critical thinking skills profile ocean wave energy topic. vocational school teachers perceptions elearning covid19. analysis student satisfaction upi spot elearning services upi postgraduate bandung indonesia using fuzzyservqual method. location determination assignment method design seaweed supply chain. webbased low carbon universal design learning conceptual design. comparative analysis ahp fuzzy ahp solar power plant site selection. lowcarbon issues addressed primary school textbooks. sociotechnical framework youth unemployment case vocational school graduates. workbased learning automotive classroom. low carbon learning logical framework learning process elementary schools. preface. internet things fuzzy logic smart street lighting prototypes. characteristics neutron diffusion coefficient function energy group onedimensional multigroup diffusion equation finite slab reactor core. development experimentation r package metaheuristicopt continuous optimization. revisiting sports talent identification meta analysis. investigation critical thinking skill preservice physics teacher case fission fusion reactions. preservice physics teachers knowledge attitude investigation nuclear science technology topics. creative thinking skill preservice physics teacher investigation topics radioactivity. simple electrical motor elementary school future teachers scientific work erubric. digitalisation trend education industry 40. preface. review tvet learning innovation augmented reality technology virtual 3d laboratory,"thermal power plant, hybrid psoann application, waste fuzzy application"
6186158,rasch model analysis mathematical understanding prospective mathematics teachers conic concept,"mathematics teachers conic, rasch model analysis, mathematical understanding prospective"
6106975,group dynamicsbased youth empowerment model improving social entrepreneurship competence,"social entrepreneurship competence, group dynamicsbased youth, empowerment model improving"
5986402,relationship students ’ thinking level ability develop proposition network representation human nervous system modeling based learning mbl. students ecological intelligence ability environmental knowledge course. preservices creative thinking skills biotechneur programs. profile lifelong learning prospective teacher learning biology. important selfefficacy selfregulation learning student. exploring undergraduate students mental representation correlation information processing knowledge learning plant transport using diagram convention. analysis ability use microscope relation visual verbal representation representing microscopic objects anatomy plant lecture. pattern student mental representation faced media animation video plant transport relation mental effort. relation students diagram comprehension knowledge cognitive activities studying mosses metagenesis diagram. impact quantitative literacy student reasoning plant anatomy course. students level thinking biotechnology using examples based learning. utilization field data mining mapping area human development index hdi indonesia. students ’ extraneous cognitive load cell biology lectures. semantic networks mental representation students reading images cell biology. student conception misconception drawing phosphorus cycle based worked example learning. high school students proposition network representation relationship thinking level learning human nervous system using modeling based learning mbl. organizational climate performance mediation roles cohesiveness organizational commitment. use metacognitive regulation strategies increase student academic achievement microbiology course. biotechnology learning profile biology fkip biology education study program pasundan university bandung indonesia. visual reading strategies relation plant morphology comprehension senior high school students. students mental representation biology diagramspictures conventions based formation causal network. profile high school students propositional network representation interpreting convention diagrams. students cognitive abilities plant anatomy practical work. increasing anthraquinone compounds callus leaf morinda citrifolia l elicitation method using chitosan shell shrimps penaeus monodon. types reasoning framing based plant anatomy relation spatial thinking. practice creative thinking skills scaffolding biotech content. connecting qualitative observation quantitative measurement enhancing quantitative literacy plant anatomy course. analysis sustainable development content syllabus environmental knowledge plants ecology lecture. ebeam capture aid drawing based modelling cell biology,"thinking skills biotechneur, strategies increase student, relation students diagram"
5975671,learning facilities improve vocational school productivity. development instructional media environmentalbased child blood type detector cardboard kapoda formal informal education. development managerial competence knowledge management small industries west java,"facilities improve vocational, informal education development, child blood type"
5995742,shifting primary school teachers ’ understanding songs teaching methods action research study indonesia,"songs teaching methods, school teachers understanding, research study indonesia"
5994273,effectiveness cognitive enhancement gymnastics program elderly dementia senam apik preexperiment project. role parents implementing toilet training toddlers. potential nanocurcumin cytokine storm decreased il6 tnf expression. impact brain vitality gym cognitive performance fitness level older adults dementia preliminary study. protective effect guava supplementation periodontitis rats model. development validation rphplc method simultaneous analysis quercetin ascorbic acid psidium guajava fruit extract different ripening stages. potential moringa oleifera mitochondrial biogenesis increases total oxphos units expression. microencapsulation dragon fruit hylocereus polyrhizus peel extract using maltodextrin. fabrication biomembrane banana stem lead removal,"effect guava supplementation, elderly dementia senam, microencapsulation dragon fruit"
6745709,acculturation elements sang cipta rasa panjunan red mosque. implementation transitoriented development concepts pedestrian pathways city bandung,"pedestrian pathways city, panjunan red mosque, transitoriented development concepts"
6692607,virtual scuba diving activities elementary student enhance ocean literacy,"enhance ocean literacy, virtual scuba diving, activities elementary student"
5995789,effects injection pressure injection timing exhaust gas opacity conventional indirect diesel engine. raising independentlearning awareness action research dance practice course indonesia. improving elementary school teachers ’ competence composing thematic songs action research. enhancing students understanding skills dance music action research. community needs analysis software needs assessment analysis naa implementation. wix webbased dance learning media support teaching pandemic era high school. effect architecture arts education tourism towards interest learning arts high school students. effect instructional quality vocational students academic achievement career optimism. effect androidbased application tmobile learning model improve students listening competence. effects fuel injection pressure fuel consumption exhaust gas emissions si engine. competency analysis field expertise automotive engineering automotive engineering curriculum ft uny,"students effect instructional, skills dance music, expertise automotive engineering"
6123641,analysis students misconceptions implementation active learning optics photonics approach assisted computer simulation. analyzing students misconceptions newtons laws fourtier newtonian test ftnt. improving students conceptual knowledge optical device materials computer simulations. investigation students misconceptions momentum impulse interactive conceptual instruction ici computer simulation,"simulations investigation students, learning optics photonics, misconceptions momentum impulse"
5993691,antifungal activity extracts melia azedarach ageratum conyzoides lasiodiplodia pseudotheobromae vitro test. antifungal activity crude extracts ageratum conyzoides chromolaena odorata management lasiodiplodia theobromae lasiodiplodia pseudotheobromae vitro evaluation. spatial patterns land prices changing around toll gates cipali toll road case study. changes physicalchemical properties fresh cocoa fermentation process. development learning content islamic religious education ire courses environmental conservation higher education,"antifungal activity crude, lasiodiplodia theobromae lasiodiplodia, gates cipali toll"
